customer_id,gender,vip_status,guild_member,referrals,tenure_months,chat_activated,custom_avatar,subscription_type,2FA,auto_save,disconnection_protection,premium_support,quick_charge,extra_stamina,subscription_type,email_billing,payment_method,monthly_charges_usd,total_charges_usd,opt_out
36db193d-de80-4d20-b29d-b9cdb8f8fe62,Male,0,Yes,Yes,47,Yes,Multiple,Pro,No,Yes,No,No,Yes,Yes,Monthly,Yes,Skrill,99.35,4749.15,Yes
326354b2-0268-466a-b7f8-217098ac8740,Male,0,Yes,Yes,1,No,No,Advanced,No,Yes,No,No,No,No,Monthly,No,Skrill,30.2,30.2,Yes
aebedae4-0a19-4e60-afa4-6218c6f30bca,Male,0,Yes,No,72,Yes,Multiple,Advanced,Yes,Yes,Yes,Yes,Yes,Yes,Permanent,Yes,Card,90.25,6369.45,No
91607b95-e3bf-4a16-9d02-9cf52a4127ab,Female,0,No,Yes,17,Yes,Simple,Advanced,No,No,No,No,Yes,Yes,Monthly,Yes,PayPal,64.7,1093.1,Yes
ebee9782-e3dc-4b86-b2fb-8c89c923eef2,Female,1,Yes,No,71,Yes,Multiple,Pro,Yes,Yes,Yes,Yes,No,No,Permanent,Yes,Card,96.35,6766.95,No
a948aca2-0db4-4cd6-b9b3-b64e8f7b934e,Male,1,Yes,No,2,Yes,Simple,Pro,No,No,Yes,No,Yes,Yes,Monthly,Yes,Card,95.5,181.65,No
0b0f41b3-b0fd-4054-b62d-121c149340a9,Female,0,Yes,Yes,27,Yes,Simple,Advanced,Yes,Yes,Yes,Yes,No,No,Yearly,No,PayPal,66.15,1874.45,No
60ca8737-ea7a-4517-bd64-280d74b2c530,Male,0,No,No,1,Yes,Simple,Basic,,,,,,,Monthly,No,Bank,20.2,20.2,No
142924a3-bb73-44bf-a9ee-90cd3961567b,Male,1,No,No,1,Yes,Simple,Advanced,No,No,No,No,No,No,Monthly,No,Bank,45.25,45.25,No
1b3d1021-83ba-4641-b977-09549e24d394,Female,0,Yes,Yes,72,Yes,Multiple,Pro,Yes,Yes,No,Yes,Yes,No,Permanent,No,Bank,99.9,7251.7,No
c0841013-0ac2-45e7-8ab4-d799cc71bb4b,Male,0,No,No,5,Yes,Simple,Pro,No,No,No,No,No,No,Monthly,Yes,Skrill,69.7,316.9,Yes
a59942ef-8ff2-4668-aec2-4c2d84c2faf4,Female,0,No,No,46,Yes,Simple,Pro,No,No,Yes,No,No,No,Monthly,Yes,Card,74.8,3548.3,No
1d772e1f-9b8a-4511-b809-f8157c124643,Male,0,No,No,34,Yes,Multiple,Pro,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Skrill,106.35,3549.25,Yes
59c8ac0d-fad7-4c42-bf18-0010a89fb967,Female,0,No,No,11,Yes,Multiple,Pro,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank,97.85,1105.4,Yes
e324965c-d3e3-4088-8b85-ae4f85d5950b,Male,0,Yes,Yes,10,Yes,Simple,Advanced,No,Yes,No,No,No,No,Yearly,No,PayPal,49.55,475.7,No
2ebd3109-3bfc-4c9f-af21-f50d211ab9f1,Female,0,Yes,Yes,70,Yes,Multiple,Advanced,Yes,Yes,No,No,Yes,No,Permanent,Yes,Card,69.2,4872.35,No
76cb6a1b-9957-4a97-8408-20dfdc7f2138,Female,0,Yes,Yes,17,Yes,Simple,Basic,,,,,,,Yearly,No,PayPal,20.75,418.25,No
a2caea67-4e86-4d13-aa5a-5c10836ee214,Female,0,No,No,63,Yes,Multiple,Advanced,Yes,Yes,Yes,Yes,Yes,No,Permanent,Yes,Card,79.85,4861.45,No
80ae5d9d-13ad-4683-9508-abe19710e802,Female,0,Yes,No,13,Yes,Multiple,Advanced,Yes,Yes,No,Yes,Yes,No,Monthly,Yes,Skrill,76.2,981.45,No
6cd5b1b6-c70c-4e49-9207-f0e6a38e6338,Female,0,No,No,49,Yes,Multiple,Pro,No,No,No,No,No,Yes,Monthly,Yes,Skrill,84.5,3906.7,No
a1a40973-ed31-4d06-8b77-6834ee7c011e,Male,0,No,No,2,Yes,Simple,Advanced,No,Yes,No,No,No,No,Monthly,No,PayPal,49.25,97,No
20c3710f-6f7f-4814-942d-64d91bf5265e,Female,0,No,No,2,Yes,Simple,Pro,No,No,No,No,Yes,No,Monthly,Yes,Skrill,80.65,144.15,Yes
cfe35c53-5ce8-45e0-824b-7a7b51348fe9,Male,0,No,No,52,Yes,Multiple,Advanced,Yes,No,No,Yes,Yes,Yes,Permanent,Yes,Card,79.75,4217.8,No
de0ed3df-dade-42f1-9333-7c0361f17b94,Female,0,Yes,Yes,69,Yes,Multiple,Advanced,Yes,No,Yes,Yes,No,No,Permanent,Yes,Card,64.15,4254.1,No
1773e3b7-cccd-4008-8c87-9a651260e73a,Female,1,No,No,43,Yes,Multiple,Pro,No,Yes,No,No,Yes,No,Monthly,Yes,Skrill,90.25,3838.75,No
13509460-2422-4e64-a01e-8352a3def914,Female,0,No,No,15,Yes,Simple,Pro,Yes,Yes,No,No,Yes,Yes,Monthly,Yes,Card,99.1,1426.4,Yes
7288dddf-e9d2-4e4d-8846-96ed305bb863,Female,1,Yes,No,25,Yes,Multiple,Advanced,Yes,No,No,Yes,Yes,No,Monthly,Yes,Card,69.5,1752.65,No
16a33086-f863-4918-8b55-64496f2181f8,Female,1,Yes,No,8,Yes,Multiple,Pro,No,Yes,No,No,No,No,Monthly,Yes,Card,80.65,633.3,Yes
0a72d548-5850-450f-a7ab-610778cdd118,Female,1,Yes,Yes,60,Yes,Simple,Advanced,Yes,Yes,Yes,Yes,No,Yes,Yearly,Yes,Card,74.85,4456.35,No
e140f682-249a-48bb-9c70-a1925dbbb229,Male,1,No,No,18,Yes,Multiple,Pro,No,No,No,No,Yes,Yes,Monthly,Yes,Skrill,95.45,1752.55,Yes
177443cc-b073-48c9-81b4-6fa68f75c4e7,Female,0,Yes,Yes,63,Yes,Multiple,Pro,Yes,No,No,No,Yes,Yes,Yearly,Yes,Card,99.65,6311.2,No
c1e897f9-ae44-4250-982a-c43da40c9a96,Male,1,Yes,Yes,66,Yes,Multiple,Pro,No,Yes,Yes,Yes,Yes,Yes,Yearly,Yes,Skrill,108.45,7076.35,No
d65ecbe5-a510-489d-bb22-28fd4f30a536,Female,0,Yes,Yes,34,Yes,Multiple,Basic,,,,,,,Permanent,No,Card,24.95,894.3,No
436f9f73-2285-4a4f-8242-4532ad7c0e63,Female,0,No,No,72,Yes,Multiple,Pro,No,No,Yes,Yes,Yes,Yes,Permanent,Yes,Card,107.5,7853.7,No
af06e47e-adcc-47b1-ab42-be69009bd881,Female,0,Yes,No,47,Yes,Multiple,Pro,No,No,Yes,No,Yes,Yes,Monthly,Yes,Skrill,100.5,4707.1,No
15f09e6c-7d37-49ec-b0a1-f233f32397bb,Male,0,No,No,60,Yes,Multiple,Pro,No,Yes,No,No,Yes,No,Monthly,Yes,Bank,89.9,5450.7,No
e04f702b-18be-4af0-8f2c-78da8a66ee7d,Male,0,Yes,No,72,No,No,Advanced,Yes,Yes,Yes,No,No,No,Permanent,No,Bank,42.1,2962,No
28a546e3-5dd2-4f5d-8ca7-ced65d514cd1,Female,0,Yes,Yes,18,Yes,Simple,Advanced,No,No,Yes,Yes,No,No,Yearly,Yes,Card,54.4,957.1,No
df074f32-af39-45b7-af13-b957e074025d,Female,0,No,No,9,Yes,Multiple,Pro,No,No,No,No,Yes,Yes,Monthly,No,Skrill,94.4,857.25,Yes
5fd43104-80ba-4b91-b82e-9e3e23fb2a62,Female,0,No,No,3,Yes,Simple,Advanced,No,Yes,No,Yes,Yes,Yes,Monthly,Yes,Skrill,75.3,244.1,No
6d0cb9f7-6a4c-42fb-bc89-eed435b21f80,Male,0,Yes,No,47,Yes,Multiple,Pro,No,Yes,No,No,No,No,Yearly,Yes,Skrill,78.9,3650.35,No
07db496f-6ec7-4e23-aee2-763e820d0241,Female,0,No,No,31,Yes,Simple,Advanced,No,Yes,Yes,Yes,Yes,Yes,Permanent,No,PayPal,79.2,2497.2,No
a6fe895b-6a53-4255-9547-1dc76fbb70cc,Female,0,Yes,Yes,50,Yes,Simple,Basic,,,,,,,Permanent,No,Bank,20.15,930.9,No
db7ac1f9-8021-4e7e-8e3a-9dd3cb4ffc8f,Male,0,No,No,10,Yes,Simple,Pro,Yes,No,Yes,No,No,No,Monthly,Yes,PayPal,79.85,887.35,No
e9e9aa6d-2510-4114-9e7d-cd242f14de98,Male,0,No,No,1,Yes,Simple,Advanced,No,No,No,Yes,No,No,Monthly,No,PayPal,49.05,49.05,No
870ab41a-22be-4cca-a169-d657f7ef7ccc,Female,0,Yes,Yes,52,Yes,Simple,Basic,,,,,,,Yearly,Yes,Skrill,20.4,1090.65,No
83e4fdda-9535-4f9d-930c-b3e67926dfe8,Male,1,Yes,Yes,64,Yes,Multiple,Pro,Yes,No,Yes,Yes,Yes,Yes,Permanent,Yes,Bank,111.6,7099,No
af0f44c9-fe1f-475d-a00a-c4378fb69aa4,Male,0,Yes,Yes,62,Yes,Multiple,Basic,,,,,,,Permanent,Yes,Bank,24.25,1424.6,No
ca3c1743-f270-4a46-8cb0-d1204b8f881f,Female,0,No,Yes,3,Yes,Simple,Advanced,Yes,No,No,Yes,No,Yes,Monthly,Yes,Bank,64.5,177.4,No
089fc5f4-b310-4df0-9986-b1ad415bf775,Female,1,No,No,56,Yes,Multiple,Pro,Yes,Yes,Yes,No,Yes,Yes,Yearly,No,Skrill,110.5,6139.5,No
6839b9c8-b3ee-4db2-b244-23ee27590239,Female,0,No,No,46,Yes,Simple,Advanced,No,No,No,No,No,Yes,Yearly,No,Card,55.65,2688.85,No
8d1aa594-4571-4018-ab5a-78b20e4603e3,Female,0,Yes,Yes,8,Yes,Simple,Advanced,Yes,Yes,No,No,No,No,Monthly,No,PayPal,54.65,482.25,No
15975132-4cb2-4a17-a1b0-bf771d9e4cfb,Male,1,No,No,30,Yes,Simple,Advanced,Yes,Yes,No,No,Yes,Yes,Monthly,Yes,Skrill,74.75,2111.3,No
933945c8-dac6-4d6e-8d0e-7cee73dcf381,Female,0,Yes,Yes,45,Yes,Multiple,Basic,,,,,,,Yearly,Yes,Card,25.9,1216.6,No
f3a9e99b-36dc-4194-9b5e-4dd385f1230a,Female,0,No,Yes,1,Yes,Simple,Pro,No,No,No,No,Yes,No,Monthly,Yes,Skrill,79.35,79.35,Yes
e976ef67-ec5c-4eb3-9ff9-c9b1bc7b0caa,Female,0,Yes,Yes,11,No,No,Advanced,Yes,No,No,No,Yes,Yes,Monthly,No,Skrill,50.55,565.35,No
68c9c1b1-abda-4056-8e57-227c8aec42fa,Female,0,Yes,No,7,Yes,Simple,Pro,No,No,Yes,No,No,No,Monthly,Yes,Bank,75.15,496.9,Yes
ff2ce8a9-f11c-4d07-8e73-d652d3b41f56,Female,0,No,No,42,Yes,Simple,Pro,No,Yes,Yes,Yes,Yes,Yes,Monthly,Yes,Bank,103.8,4327.5,No
4019eed2-b2c8-4bd2-ad0b-894cbb79f988,Female,0,Yes,No,49,Yes,Simple,Basic,,,,,,,Permanent,Yes,Bank,20.15,973.35,No
1b289cc4-46a9-4523-bbde-f2673cbf9dcf,Male,0,No,No,9,Yes,Multiple,Pro,No,Yes,No,No,Yes,Yes,Monthly,Yes,Card,99.3,918.75,No
31b1f0b5-6182-4632-bb54-012001f1838d,Female,0,Yes,No,35,Yes,Simple,Advanced,Yes,No,No,No,Yes,No,Yearly,Yes,Bank,62.15,2215.45,No
b12fce02-12df-4cb8-908b-064c05de43a2,Female,0,Yes,Yes,48,Yes,Simple,Basic,,,,,,,Permanent,No,Bank,20.65,1057,No
846dccac-1240-4463-bb78-3fa79adf13b6,Female,0,Yes,Yes,46,Yes,Simple,Basic,,,,,,,Permanent,Yes,PayPal,19.95,927.1,No
eb035684-3b33-4002-83c7-034351de0fba,Male,0,Yes,No,29,No,No,Advanced,No,No,No,No,Yes,No,Monthly,No,PayPal,33.75,1009.25,No
55703cd8-d6db-4805-8427-9b3d08e57384,Male,0,Yes,Yes,30,Yes,Simple,Pro,No,Yes,Yes,No,No,No,Monthly,No,Bank,82.05,2570.2,No
b41614d7-79b0-44c7-b3d8-8d2e35ad7b7d,Male,1,No,No,1,Yes,Simple,Pro,No,No,No,Yes,No,No,Monthly,No,Skrill,74.7,74.7,No
beac2a21-6f79-4a3a-b3ae-a377b4251556,Male,0,Yes,Yes,66,Yes,Multiple,Advanced,Yes,No,Yes,Yes,Yes,Yes,Permanent,Yes,PayPal,84,5714.25,No
738d0bbc-aab1-4fa4-9d5e-83376a487e1f,Female,0,No,No,65,Yes,Multiple,Pro,Yes,Yes,Yes,No,Yes,Yes,Monthly,Yes,Card,111.05,7107,No
7bd8614e-dd67-45fa-907b-6f7159b50ad0,Male,0,No,No,72,Yes,Multiple,Pro,No,Yes,Yes,No,Yes,Yes,Permanent,Yes,Bank,100.9,7459.05,No
bd4fbe9f-221a-4373-8e4b-c48e77ef6d73,Female,0,No,No,12,Yes,Multiple,Pro,Yes,No,No,No,No,No,Monthly,Yes,Skrill,78.95,927.35,Yes
93b153b2-0b59-4050-8d06-2a9080915d9a,Male,0,Yes,Yes,71,Yes,Multiple,Advanced,Yes,Yes,No,Yes,No,No,Yearly,Yes,Card,66.85,4748.7,No
3f80b935-c335-4cd0-a64f-babfa43660ca,Male,0,No,No,5,Yes,Simple,Basic,,,,,,,Monthly,No,PayPal,21.05,113.85,Yes
68d3d1a4-e6e3-4649-b85f-99e80bcfe8f9,Male,0,No,No,52,Yes,Simple,Basic,,,,,,,Permanent,No,Bank,21,1107.2,No
9b09f514-c874-4d46-a860-7756ef7641ce,Female,1,Yes,No,25,Yes,Simple,Pro,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Skrill,98.5,2514.5,Yes
b1f397c9-7660-45b7-abd3-4fc102a065df,Male,0,No,No,1,Yes,Simple,Basic,,,,,,,Monthly,No,PayPal,20.2,20.2,No
9b557101-69ba-4b98-b714-669f1d923331,Female,0,Yes,Yes,1,Yes,Simple,Basic,,,,,,,Monthly,No,Skrill,19.45,19.45,No
8347fb55-ad7a-44a9-8e3c-634a6b5a74c0,Male,0,No,No,38,Yes,Multiple,Pro,No,No,Yes,Yes,Yes,No,Yearly,No,Bank,95,3605.6,No
b13f3b6a-eebd-4975-afb1-4c7e7748fbaf,Female,1,Yes,No,66,No,No,Advanced,No,Yes,Yes,No,Yes,No,Yearly,No,Bank,45.55,3027.25,No
5c71e466-3ac9-4a66-b8d4-c163195e943f,Male,0,Yes,No,68,Yes,Multiple,Pro,No,Yes,Yes,Yes,Yes,Yes,Permanent,Yes,Bank,110,7611.85,Yes
e3f622c9-951a-4cfe-98f0-2d6c526a57c6,Male,0,No,No,5,No,No,Advanced,No,No,No,No,No,No,Monthly,No,PayPal,24.3,100.2,No
d87b563a-f042-4f94-9dff-4df5348a4b0f,Female,0,Yes,Yes,72,Yes,Multiple,Pro,Yes,Yes,No,No,Yes,Yes,Yearly,Yes,Skrill,104.15,7303.05,No
9dc08125-a959-4ce1-a32d-ebc3c4da8456,Female,0,No,No,32,No,No,Advanced,Yes,No,No,No,No,No,Yearly,No,PayPal,30.15,927.65,No
54398563-5366-4f35-bb07-8d7085d3c624,Male,0,No,No,43,Yes,Multiple,Pro,No,No,No,No,Yes,Yes,Yearly,No,PayPal,94.35,3921.3,No
2e73fde9-e998-429d-b225-dffcff1d37ee,Male,0,Yes,Yes,72,Yes,Simple,Basic,,,,,,,Permanent,No,Card,19.4,1363.25,No
9927f036-d3b5-41f7-9478-975252f18e7b,Male,0,Yes,No,55,Yes,Multiple,Pro,Yes,Yes,No,No,Yes,No,Monthly,Yes,Skrill,96.75,5238.9,Yes
fe5c9e1e-a42b-480b-aff7-f6441cf46f0d,Female,0,No,No,52,Yes,Simple,Advanced,Yes,No,Yes,Yes,No,No,Yearly,No,Card,57.95,3042.25,No
f0d9074f-8ee8-4cb9-8ab6-f5e55fcc2fd3,Female,0,No,No,43,Yes,Simple,Pro,No,Yes,Yes,No,Yes,No,Monthly,Yes,Skrill,91.65,3954.1,No
5a77107c-ab1b-4395-9d01-30425c108ea3,Female,1,Yes,No,37,Yes,Multiple,Pro,No,No,No,No,No,No,Monthly,Yes,Skrill,76.5,2868.15,Yes
5cf0080c-37c6-4898-8b56-92195c10af5d,Female,0,Yes,Yes,64,No,No,Advanced,No,Yes,No,Yes,Yes,Yes,Permanent,Yes,Skrill,54.6,3423.5,No
b4ad6993-a874-42ba-a2f4-991bba248fae,Male,0,Yes,Yes,3,Yes,Simple,Pro,Yes,Yes,No,No,Yes,No,Monthly,No,Skrill,89.85,248.4,No
1230c7a2-45b4-46fa-b593-bf4cb8c7845e,Female,0,No,No,36,No,No,Advanced,Yes,No,No,No,No,No,Permanent,No,Bank,31.05,1126.35,No
44220cc6-3b16-449b-8209-1bf257cc2889,Female,0,Yes,Yes,10,Yes,Multiple,Pro,Yes,No,No,No,Yes,Yes,Monthly,Yes,Skrill,100.25,1064.65,Yes
a5154146-6083-4ac7-832a-6e609262256a,Female,0,No,No,41,Yes,Simple,Basic,,,,,,,Permanent,No,PayPal,20.65,835.15,No
1658903c-34c8-4d1d-a3cd-4f023d4f121e,Male,0,Yes,Yes,27,Yes,Multiple,Pro,No,Yes,No,Yes,No,No,Monthly,Yes,Card,85.2,2151.6,No
8a75215a-a376-4d68-ac4d-7895a71e2a39,Female,0,Yes,Yes,56,Yes,Multiple,Pro,No,No,Yes,No,Yes,Yes,Yearly,Yes,Card,99.8,5515.45,No
bef3756e-4e0b-4a7f-9dd6-3701b140c8f5,Female,0,No,No,6,Yes,Simple,Basic,,,,,,,Monthly,No,PayPal,20.7,112.75,No
c2d118e3-842d-4d8c-9750-980be6391e1c,Male,0,No,No,3,Yes,Multiple,Pro,No,No,No,No,No,No,Monthly,Yes,Skrill,74.4,229.55,Yes
03a64da2-14f8-4447-a3b4-cf5d175de7ef,Female,0,Yes,Yes,7,Yes,Simple,Advanced,Yes,No,No,No,No,No,Monthly,No,PayPal,50.7,350.35,No
eb2c132b-e88a-4953-b3cf-74e019da63bd,Female,0,Yes,Yes,4,Yes,Simple,Basic,,,,,,,Monthly,No,PayPal,20.85,62.9,No
8d00f908-d548-4491-b3f6-a9fff1901859,Male,0,No,No,33,Yes,Simple,Pro,Yes,No,No,Yes,Yes,No,Permanent,Yes,Skrill,88.95,3027.65,No
b658bacf-4bd5-4d5b-9b16-e2b8ef8a18c5,Female,1,No,No,27,Yes,Multiple,Pro,No,No,Yes,No,No,No,Monthly,Yes,Skrill,78.05,2135.5,Yes
048a86b4-e569-480c-8c47-37e2209b64a4,Male,0,Yes,No,72,Yes,Multiple,Basic,,,,,,,Permanent,Yes,Bank,23.55,1723.95,No
5da89eb5-a9f7-4f83-bdc5-79387b260b07,Male,0,No,No,1,Yes,Simple,Basic,,,,,,,Monthly,No,PayPal,19.75,19.75,No
0cec10f8-9bf7-46dd-9ec3-8e2e2c9ea7cb,Male,1,No,No,71,No,No,Advanced,Yes,Yes,No,No,Yes,Yes,Yearly,Yes,Skrill,56.45,3985.35,No
d86ceaef-320d-48ae-8611-0d11e0fe0e8c,Female,0,No,No,13,Yes,Multiple,Pro,No,No,No,No,No,Yes,Monthly,Yes,Skrill,85.95,1215.65,No
31c6afb9-a73d-4755-a297-535b28a45960,Female,0,Yes,Yes,25,No,No,Advanced,Yes,Yes,Yes,No,Yes,Yes,Monthly,Yes,Card,58.6,1502.65,Yes
744e97e9-8121-46eb-b3d3-4593779c4155,Male,0,No,No,67,Yes,Simple,Advanced,No,No,No,Yes,No,No,Permanent,No,Bank,50.55,3260.1,No
9d142c99-ec91-4702-84df-1c12ba74443f,Male,0,No,No,1,No,No,Advanced,No,No,No,No,No,Yes,Monthly,Yes,Skrill,35.45,35.45,Yes
9b265042-8d72-4165-8cbd-436fac565039,Male,0,No,No,2,Yes,Simple,Advanced,No,No,No,No,No,No,Monthly,No,Skrill,44.35,81.25,Yes
fdaba3b4-20ea-47ae-a45c-9fd5c2d7302c,Female,0,No,No,43,Yes,Multiple,Basic,,,,,,,Permanent,Yes,Card,25.7,1188.2,No
b18d6821-2063-4b47-bf17-d784f388fc60,Female,0,No,No,23,Yes,Simple,Pro,Yes,No,No,No,No,No,Monthly,Yes,Bank,75,1778.5,No
1db40024-75f6-41c2-97e2-db64a56864e7,Female,0,Yes,Yes,64,Yes,Simple,Basic,,,,,,,Permanent,No,PayPal,20.2,1277.75,No
912c0fa9-6a2f-40f1-b428-953d71d08450,Male,0,No,Yes,57,Yes,Simple,Basic,,,,,,,Permanent,Yes,PayPal,19.6,1170.55,No
60c291e7-e324-499e-81e6-637f1c05b2ce,Female,1,Yes,No,1,Yes,Simple,Pro,No,No,No,No,No,No,Monthly,Yes,PayPal,70.45,70.45,Yes
a62c855e-416f-4fde-9b4c-8e0d3c11c400,Female,1,Yes,Yes,72,Yes,Multiple,Advanced,Yes,Yes,Yes,Yes,Yes,Yes,Permanent,Yes,Card,88.05,6425.65,No
2e4d990e-8fa4-482e-b44b-9897b0259559,Female,0,No,No,8,Yes,Multiple,Advanced,Yes,No,No,Yes,No,Yes,Monthly,No,Skrill,71.15,563.65,Yes
00665944-2db8-4ce6-89bd-d84c59f4f265,Female,0,Yes,No,61,Yes,Multiple,Pro,No,Yes,No,No,Yes,Yes,Permanent,Yes,Bank,101.05,5971.25,No
4ddefcf3-fb11-4e7d-ba81-21aa01479a9b,Male,0,No,No,64,Yes,Multiple,Pro,Yes,Yes,No,No,No,No,Yearly,Yes,Card,84.3,5289.05,No
a81a7a51-d3ed-4f13-9606-2641bbae80ff,Male,1,Yes,No,71,Yes,Multiple,Basic,,,,,,,Permanent,No,Bank,23.95,1756.2,No
ed6b08a5-2652-4b70-aa92-d4773de40210,Female,0,Yes,Yes,65,Yes,Multiple,Pro,Yes,Yes,No,Yes,Yes,No,Permanent,Yes,Card,99.05,6416.7,No
3df7dae7-fa83-49e2-96ad-924250aa04b6,Male,0,No,No,3,Yes,Simple,Basic,,,,,,,Yearly,No,PayPal,19.6,61.35,No
d1bd3aac-5a5e-44f5-8f9f-a90b07f9545e,Male,0,No,No,1,Yes,Simple,Advanced,No,No,No,No,No,No,Monthly,Yes,Skrill,45.65,45.65,Yes
115fbec1-9f58-402e-8389-b3a2bdab1448,Male,0,No,Yes,30,Yes,Simple,Advanced,No,Yes,Yes,No,Yes,No,Yearly,No,Card,64.5,1929.95,No
a11a4234-4efd-4363-a533-912be9cb6bdf,Male,0,Yes,Yes,15,Yes,Simple,Advanced,No,Yes,Yes,Yes,No,Yes,Monthly,Yes,PayPal,69.5,1071.4,No
93913a1c-abbc-4cc9-b662-4e68ce27e0e9,Female,0,Yes,Yes,8,Yes,Simple,Advanced,No,No,No,Yes,Yes,Yes,Monthly,Yes,Skrill,68.55,564.35,No
